,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
LVS,0.0,-0.018107121294482227,0.01502232721802771,-0.0771903883447114,0.009134868535459776,0.07235040959840258,0.0,0.028872835540975455,0.012578485376748825,-0.023401084834873603
HCA,0.09139219460076561,0.01395718299901988,0.0035669117724128345,-0.017878428711874457,3.141608897305616e-05,-0.005678947348188122,-0.00304377073628416,0.03809206272498182,0.008630669696610575,0.06384138287778572
AJG,0.06218127029317667,0.012282096168408705,0.0,0.00361500984701488,-0.0,-0.03496861681990424,0.05716157060542893,0.06218651513058869,-0.013358972726893067,-0.020413102960822768
DTE,0.021134934422136136,0.15147647579804976,-0.01057638970875157,0.000557199538097898,0.012093797057287454,0.0,-0.00042678168951820435,0.007922110346286386,-0.0,0.0
C,-0.006890327883580548,0.0,0.026828533402702096,-0.01254686030235428,0.00718541624354984,0.03187532808555805,0.1582632661792202,-0.006836245641300946,0.030682190229822243,0.0161757301805151
T,0.0051932579385952134,0.0753080691323526,0.0,0.0,0.009214509296825199,-0.010988704888569928,0.022858591724368372,0.03369004783798068,-0.02999575220349962,0.02698080123206687
CF,0.023290688200102508,0.028823996814406946,0.08636895212386057,-0.006777504514786172,-0.0,0.06822068591152143,0.002696898680710869,-0.03457834452916542,-0.0,0.0026915284069224522
MGM,0.0,-0.0023753574091619255,0.04582323997381757,-0.01872213254641613,0.018700461564889487,0.08627299029353838,0.03146121366155157,0.0,0.038346534892566043,-0.027879035058875987
HUM,-0.039542171044456974,-0.011486210064777479,-0.0047817860422699025,-0.006170547847931732,0.06525336292768968,0.021914781969751516,0.012784543674906728,0.07135399376486952,-0.03107324867615922,0.07109408208342848
CBOE,0.014121390298394229,0.01792188698245974,0.006244074739032381,0.0,-0.0,0.0,0.00745614030538789,0.036410771070908954,-0.01795764118451815,0.01877970334582111
CFG,0.0013024476713841026,0.0,0.0,0.0,0.027988777569745285,0.04736621246769067,0.17343144477718195,-0.02673988381510843,0.004478364864068861,0.05278056868020625
APH,0.02791967444141587,0.0,0.018400948067775202,-0.03676598568368211,-0.0,0.0,0.002359881791341923,-0.035741709938044326,0.1125221492855814,0.1969801874098356
SYY,0.019313889452303706,0.027194361539395143,0.01884033119587365,-0.000863972628671173,0.04021349553825623,0.03560246333384776,0.0018559702238016814,0.07265121386796201,-0.022732326094328417,0.0
MSI,0.0652726487191188,0.0,-0.033811960066163854,0.0,-0.002231621310782356,0.0,0.025048183304495073,0.06702837528372944,0.028764233317036734,0.008978660263235873
FCX,0.0,-0.006514515524207419,0.10679970820232172,0.0007570876984634604,-0.0007917671889468737,0.07518408701483935,0.020774252035157027,-0.016189498831542772,0.04257636970607662,-0.013517744238810617
ADM,-0.01251866282697575,0.03348052392942987,0.0963145902266177,0.019166979591341927,0.011084343470021065,0.04835889113844158,0.01530507762821863,0.05086900907998502,-0.02157543093022545,-0.024082321482199864
LH,0.03393975791675561,0.023945902624047062,0.0,-0.0009697207834835015,0.0030638475378115242,0.020909121862560002,0.008829951770012535,0.03169350322160032,-0.007297719448043669,0.010274939200111964
SOLV,0.023911940553763993,-0.0016254718846016474,0.009869728307420245,-0.00785904323020334,0.02328168598127314,0.035884585615921165,-0.005708965026632333,0.03259434928641576,-0.0,0.05018928687935699
BLDR,0.11802192167623618,0.0,-0.009262386012501372,0.0,0.027870195328851485,0.07906122287946342,0.0032283827393726223,-0.049471471532469995,0.01118610815762025,0.028749766108433352
LNT,0.011351739067335172,0.16909502341248195,-0.007225496960421826,0.0049864640816730385,0.01733176944739073,0.0050009606933491355,0.01270199875896459,0.015255558127325923,-0.001660868554472466,0.0
BAC,-0.020784721006617664,-0.0001906132799067724,0.014539848803270309,0.012052923582500256,0.016399087407675497,0.019748317521237114,0.18151749890062963,0.0051630251393123315,0.009755924438503203,0.025753921026304066
PSX,0.015137192214666693,0.0,0.1682788192091886,0.01601128554746265,-0.0034826539403868075,0.024355720122258073,0.0165413343107303,0.0,-0.0,0.014315396376102916
GPN,0.018289995853282944,0.0034004307551040425,0.016358709941154008,-0.04237628957135757,0.018370698839249425,0.04996701986422759,0.06759833292642013,0.0403008765918724,0.013810588212473008,0.01908337328208588
HUBB,0.11107847154846943,0.0,0.0,-0.01830725110072567,-0.0,0.04117129327332882,0.0023332342846805604,-0.028043771950388128,0.027014346517291295,-0.005042520608445831
PPG,0.08541539798932823,0.008432878259765643,0.022507201388203876,0.01514081119190934,0.011546086921682743,0.0626641795267217,0.023434200690032717,0.02623049159182426,0.0060534809049739005,0.004580127862107865
TECH,0.031672318830404014,-0.007957530351949908,0.017146156190754408,0.0,0.038163886131802445,0.046954049889433164,-0.005031787178669569,0.034699009759861336,0.02222355494899538,0.030811728006795897
IRM,0.03637062615107869,0.0,0.0,-0.018676443312013184,0.15145848838842454,0.0,0.010782273211931653,0.0,0.008274022876949234,0.010022107627767896
IQV,0.043890930183835435,0.0,0.00899380542494311,-0.018881570774673298,0.02496448058242062,0.040133801110972936,0.023074927414208173,0.02970828311475658,0.022365856520763092,0.013524722466254245
WBD,-0.023208508009526178,0.006305579975162737,0.008683203096011439,-0.05777694773953174,0.04314801538992082,0.09683274463581551,0.0,-0.00992386877010378,-0.02130240954998273,0.0
HAL,0.0024160721818734673,-0.013656517423020955,0.19276303783071838,-0.004434370019020543,-0.0,0.02861891302762573,0.016996112386274426,0.0,-0.0,0.0
STZ,0.017055821427827782,0.044437426701300825,-0.004730083642590745,0.000466998060047088,-0.029581351089617586,0.04829439802259798,0.0,0.062498317627623604,-0.0004923947612415766,0.040240355965688736
BG,0.0,0.018260979606843458,0.09975097972414441,0.0169651532882117,0.007298536330867125,0.0517006110945709,0.0,0.03061470894783822,-0.019854891358791715,-0.008825630349918902
PARA,-0.007022053483044903,0.0,0.0024497761044460493,-0.00346013404340494,0.02387564947015012,0.07126744899479842,0.0,-0.007060548420795849,0.008816913393040452,0.0
ADI,0.0,0.003895702598886565,0.0,0.015287179160310343,-0.01150445417075553,0.05420917341044212,0.008576958716973003,0.007223434783804167,0.1537761367321427,-0.05106854778262975
F,0.0,0.002738358621826162,0.02185452450851775,0.026328795177150796,-0.0,0.10948602695191391,0.0447156142799004,0.01373784194874598,0.019739251923815374,-0.04586422746496945
ADBE,0.0,-0.028174260104706896,0.015712570393252,-0.11288450987745288,-0.032909165737556145,-0.03629829926389762,-0.007487029808397671,0.1044114278459835,0.0603355385446085,-0.03155666888178467
STLD,0.01800991578036167,-0.005554793798944759,0.0641148478553537,0.0,0.0017758537593183922,0.084056097698508,0.004777484425329539,0.0,0.030500363048461977,0.006919790730983293
SMCI,0.0,-0.024154603996497517,0.0,-0.01075923436520178,0.008247723173843374,-0.007315633815049736,-0.00869354970707825,-0.02369090964383433,0.1072784803509594,0.0403809065884515
CPRT,0.08355107651769822,-0.05524556846739332,-0.00977024605640674,0.0,0.0005262468479322991,0.0,-0.023323634256894595,0.09578837383502502,0.04707569481328934,-0.013551393705947724
ULTA,0.0042961206557786,-0.01673651217400943,-0.002532657083227716,0.030360656546204696,-0.04977602956171345,0.1424266992364614,0.004003604546116994,0.043026629307934265,-0.011083159410047406,0.0
ARE,0.019627580971558957,0.0,0.011276979752503661,0.0,0.1726085354262146,0.02512911179487066,0.0024121247387571725,-0.003117756317369686,0.011678794656912376,-0.03460391247899128
SYK,0.045896818779728454,0.005607071137977781,0.0,-0.0572347593368521,0.0037989661608860397,0.008506633761963518,0.011430318114804883,0.09913780526908131,0.0011335281732840234,0.01416373611932166
KVUE,0.0,0.055253455693209004,0.006688528044121448,0.005644581402396792,-0.0,0.05918061156774692,0.004014808459849215,0.05205683328647333,0.006875829381625801,-0.019471974940058798
CB,0.0693856595913433,0.011952039509896865,0.0,0.017416057745505708,-0.015667399642801214,-0.005571640570351955,0.11287431412809175,0.07751944228156192,-0.04485597338844444,-0.0262478570586787
TSN,0.005459499260002698,0.07205909552880127,0.016936354767081337,0.0897623642001512,0.012515068399361683,0.02199122759272689,0.018311993082748026,0.06933070528651435,-0.0,0.04251864114005446
GNRC,0.08371510403569773,0.0,0.010109262178386244,0.0,0.014920961153901055,0.06279212845655174,-0.015167996099060539,-0.007302128761190333,0.043145965493121136,0.0
PEP,-0.040080858270878254,0.07029185304300184,0.0239011569084104,0.0,0.01215273970989413,0.0,-0.0011832659031650462,0.15334717374049167,0.003612202358210676,-0.03277078626376472
PEG,0.015772712411478398,0.16016776759675094,0.006104837122055781,-0.0327089350425273,0.001713195750880567,0.006512241571277045,0.0,0.00896434152259142,0.010326400329762049,0.005746643522038559
NOW,0.021881351505081848,-0.01760620264649046,0.0,-0.15843885077204345,0.006292210164274451,-0.022237251174464106,0.0048144471910340735,0.021141096027706675,0.058890970117152525,0.0
LLY,0.03885852655724408,-0.00024542309187265937,-0.00649341934181589,-0.07504837541873768,-0.0010481097134802562,-0.04420111853248114,0.014335388931501403,0.021920606670739026,0.033373016439223475,0.06295697622633718
COST,0.030947315964055876,0.0018945829695068404,-0.010279842019209012,-0.03625713292671656,-0.025068701031799617,0.01778550351369512,0.004384507318732184,0.08730419053170782,0.0807562399181728,0.0
REG,0.012312061310640185,0.02148897240811994,0.011441517480157887,0.005079012853036208,0.17471339541785852,0.015092031671691361,0.0,0.009640535575343358,-0.0,-0.03615504872735893
NWS,0.02833898830314568,0.012333936036319545,0.012552740740497519,-0.03354749870677977,0.04111057126555148,0.05054490955276115,-0.0028873499360785363,0.0009128934172196837,0.05451609223297243,-0.03173036027254681
LOW,0.08725846453572789,0.0,0.0002685941222642935,-0.0032528715697084125,0.005847779297179176,0.07876985141169507,0.0,0.012029964900679016,-0.03023168228630846,0.029648037781577326
MDLZ,-0.005847961918242093,0.07066202889740049,0.016692319110255815,0.03128497767651612,0.019088278872295854,0.01454785385393666,0.00332158969759737,0.11566188022509273,-0.0,-0.19487724093198727
FMC,0.018885250589167523,0.013804007422334086,0.058238926104600866,0.026218764114359618,0.011955053295626232,0.08680615407216896,0.0,-0.004804670852873861,0.018964755107129846,-0.016594173622742917
XEL,0.0,0.1439271647869968,0.002100723212715549,-0.05969132244607738,-0.0,0.0,0.009777137879191218,0.03200668821498823,-0.010770311892769035,-0.04135945581315311
MET,0.04041552685726204,0.01701756628896525,0.011595046449562043,-0.0027298379192609275,-0.0,0.012503797910140136,0.16916112990864618,0.00803021346281452,-0.0,0.0
FTV,0.06426331189416686,0.028944824902619598,0.014392147255008881,-0.011977924522247795,-0.0,0.06866356339123697,0.045752300953255276,-0.006550850949175664,0.008615330841809784,0.03193263566582357
DLR,0.006546346333042285,0.0,0.0,0.0,0.15978651964657536,-0.010000151648775608,0.0,0.030828459781734544,0.048291317651235656,0.0
ACGL,0.08456195714298698,0.012230879385733761,-0.010031515014083899,0.03511422371220928,-0.023130239686777486,-0.008203754013055117,0.08969625384017511,0.05212408777877361,-0.023203126608192553,-0.012300975728843151
FAST,0.11857627807914098,-0.004701067657912339,0.0027802122074534652,-0.023135154542734484,0.016757174342091133,0.02988160898894878,0.0,0.04159875841134643,0.01627814307449408,0.0020240737580151896
TJX,0.02066216575017293,0.029108307405870417,-0.00778973868358862,0.0003508922106347444,-0.04688100223847622,0.11402450262888832,-0.019784607855849137,0.06612440122888527,-0.0,0.007198587168148606
MPC,0.02711488585199171,-0.00966088995815072,0.16519932947926516,0.0,0.013117702933351521,-0.00612047087959494,0.009608433298716015,0.0,0.0019185969844456863,0.016037500383098736
BR,0.062893095787326,0.022366311722919856,0.006304633641237401,-0.01668213376857174,0.020222333353515625,0.009334629522075878,-0.006732637226433651,0.022938684777970904,0.010533998731769086,0.0
D,0.0,0.1774323497952228,0.01442127918383678,0.006667231555532936,0.009816210880372567,-0.011656923041136993,0.00437680335140773,0.015089707837307492,-0.001655192247775877,-0.0037222375302407343
MRK,-0.04418891742579664,0.05924381394119061,0.0018988689325611392,-0.023213044532805475,0.009847065845313498,0.03592531450413443,-0.018987142195854373,0.020536656043962695,-0.0073500463323805465,0.04633256578552115
STX,0.0019586055741572157,0.0,-0.022181144163878175,0.0,0.007508561877869607,0.009775532302868664,0.01624983146704306,0.0,0.13400701210608093,0.009264912074808765
NOC,0.07173455704745609,0.022219712785347127,0.028035376938321043,0.0034109345623133946,0.01711416286543199,-0.025273333252769134,0.013997540345745386,0.04066649144427636,-0.04663617903249033,0.0
BXP,0.007864227269878087,0.0,0.0,-0.011721768068656758,0.13585766912427646,0.058270995438078815,0.029848245315522597,-0.015387760233651591,0.015706499893852477,0.0
KHC,-0.045620813183585095,0.07624412959367971,0.05830977814666023,0.04370104369191971,0.012992502542969502,0.029463356244219325,-0.002612009576735296,0.0862384473218028,-0.0,0.0
IPG,0.024598995362505236,0.0032367211524440788,0.032072454125741154,0.049267922958829355,0.021276969419677563,0.03155015251387007,0.018308491788969313,0.02691212418991065,0.04153087091216101,-0.007684805215153023
ABNB,0.0,-0.013957628455906344,0.03264940615606994,-0.1008105880245279,0.013169858875522708,0.03769947172612872,0.008988602193692156,0.0,0.07660270738150024,-0.00871609703231903
UNP,0.06615353000894991,0.019365620357871895,0.006466341831095358,-0.007065162453137309,0.00296246618121074,0.04037496843484818,0.058307998719503415,0.04968748256305889,-0.008176601239877443,-0.02099928533722653
ALLE,0.10952649298377312,0.0,0.00317482111351354,-0.010372734225800545,0.02342660206294403,0.062687459117134,0.0,-0.02131849707396627,0.00020215680256174487,0.0
ABBV,0.008209896694384829,0.01672981447329543,0.009805851537876564,-0.012670135671898914,0.014034873769640141,-0.026929840342848593,0.04317790914683849,0.13348669109728334,-0.007894550876369798,0.04776324339520019
ORCL,0.02541073389914841,0.0004126509942190736,-0.004365920378723465,-0.08860925716255749,0.06773382547798337,0.0,0.0,-0.054016659565113256,0.008431451510135371,0.01408095695719779
ECL,0.10993269653118991,0.0,0.002518208632963166,-0.020877912576773704,0.008534513540569052,0.00124583836972505,0.0,0.0587570077263561,0.010947211666606853,-0.01238569898445778
ETR,-0.0047662156716636594,0.1671468891927267,0.024187668575931097,-0.01636136974154308,0.011708462574928382,0.012129856031466714,0.003804782661639238,-0.010774086025213661,-0.020074269357273467,0.0
EBAY,0.0,0.0018035918700161004,0.0,-0.03599237787742572,0.003986635416355083,0.04566345147179896,0.030625126749812083,0.03167563752657476,0.023978305622096293,-0.005057985865630001
SBUX,0.014695009733688261,0.041497285215940954,-0.08621563258583967,-0.011818106465186325,0.006565516510126931,0.006268528193588356,0.035723425078099995,0.0,0.06045643582975128,-0.02347140180185886
IR,0.12914999044069192,-0.0014243391642239484,0.003993493302529088,-0.0036382790174866817,-0.0,0.03587256980353716,0.02766685233938875,-0.01864273373542375,0.04138594077348573,0.02054835321389805
AMT,-0.00023128799852079648,0.038569926341393466,0.00643056236333112,5.839618298182399e-05,0.18444274217362794,-0.07349565426909603,-0.002559058243829756,0.011864080221250236,-0.012674324699021276,-0.01149273516543023
INTU,0.016229235096648132,-0.006880995499474714,-0.013907173912119923,-0.10681362341121409,0.011869350133793649,0.00033599634021505136,0.003668229692997737,0.03227855856955942,0.06798932959924156,0.03059760248177696
DPZ,0.03207223251457611,0.0,0.0,-0.02669176694750243,0.02542937199584065,0.028835672126260405,0.0,0.020869351890451922,0.013627698050713835,0.015489322518454765
PAYC,0.03485586420701268,-0.009287454043656329,0.019778462880705616,-0.041827031303683905,0.013547919736977915,0.05151940477105161,0.0,0.010579909524101965,0.010699121423643045,0.01711286004324239
PG,-0.014829082044497269,0.07457737329264558,-0.01454783472159539,-0.025318704892786127,-0.0,0.0,-0.001018369859465337,0.15131471883890837,-0.017112053463091154,0.03272098876003803
CAT,0.0990836297195165,0.0,0.03669305269119804,0.0,0.004711069195882766,0.04621221111819607,0.03881571030353411,-0.004165447686725799,0.03671566060131204,0.03286040283084559
ODFL,0.0839350307771496,-0.05081717125324345,0.010968269374433206,0.0,0.015098476068109951,0.045454126236605635,-0.0034776295949784848,0.058572532321822274,0.02819023204998871,-0.10127360746410302
MCD,0.008039328875612666,0.051786431110186076,0.016708218653955848,-0.014279599137125966,0.021627171326117803,0.04143024702763492,0.0,0.07427640938465607,-0.0,-0.01915005389415639
MNST,0.0,0.025445340267115917,0.0,-0.01899348263086684,-0.004181891492722908,0.035430716831003566,0.0,0.10593488724136738,0.023928513283323242,-0.028122635580187887
AMZN,-0.01952753006645676,0.0,-0.0093392050204436,-0.0965233781955468,-0.003552117981115543,0.02865268124171971,0.011105051413707741,0.0,0.12078010626138787,0.015455153552831342
GEHC,0.019614825688328025,0.013206047554762512,0.0,-0.05989191192604687,0.008863895468595053,0.04206424170806363,-0.01027123420274443,0.05599072474167484,0.0424184492687546,0.03448094028226196
INTC,-0.0037103314089245,0.001366177073399474,0.0,0.0,-0.005066913154657871,0.04260944860726951,0.026946308401999308,-0.0021667722142299484,0.1202453611960403,-0.011152140923901752
PNR,0.10296201462177952,0.007310223607789881,0.0,-0.002322757594491807,0.019654493743453204,0.08895382667711482,0.0076440435751329375,-0.04312405379549634,0.007424009072270697,0.023884839658101044
GLW,0.009624392854830646,0.006234681052507459,0.030383461339740094,-0.01781814782779272,0.01533494629724192,0.04432263321832077,0.013973713090279853,0.015392038957687806,0.08488964140277455,-0.012994170326501058
BDX,0.019736833575829876,0.010121778327905851,0.011017566797413995,-0.026575561929968704,0.03979658621413336,0.0,0.0,0.10095652011613966,-0.020458129437712875,0.07119586007589747
KMI,0.02440473521977864,0.044042199427509546,0.13400378958214595,-0.0037665755091467142,0.013079644579543383,0.0,0.013150275444860584,0.0,-0.0003932400962765232,0.045094667164071914
CSGP,0.01419768920070771,-0.0018501507546991904,0.032580325661829626,-0.07193082274547964,0.08117356051683554,0.02906470409467535,0.0,0.024723369765493115,0.023415479136914333,0.0
PWR,0.09977272177317967,0.0,0.001960576237999459,0.0,-0.005286639337524871,0.038562125369063394,0.005500730672039021,-0.027390015812991584,0.05735123564080264,0.04256757691481844
APTV,0.010109844349778005,0.0,0.011936799549896033,-0.004426844713137385,0.008342910407528704,0.11744328943949167,0.03233535023747685,-0.004619399634590344,0.01799279303237282,0.0
BBWI,0.0,-0.0011029257414940977,0.0,0.0208580268477683,0.0039619914037239065,0.13906318460757214,0.0065507022585837085,0.0,-0.0,0.01485902114671203
DXCM,-0.006380871316364647,-0.006634495773694817,0.014555385409368326,-0.0656562793979918,-0.0,0.02566288863973161,-0.006411879787249496,0.043676627492765935,0.017443883781978153,0.10009726931638714
EXR,0.0017987014217937523,0.0,-0.009862961526478928,0.0,0.1895244353998189,0.01058017708297003,0.004984650045176795,-0.003888117757036988,0.002738941088134857,-0.007188175739256961
WELL,0.027331815738511383,0.043386749295900605,-0.029474931944828742,0.013635325406688352,0.15454130420144363,0.0,0.004492848123699533,0.013184594190351005,-0.0,-0.016626571756284875
HOLX,0.03568053772042141,0.015953650235500317,0.0,-0.0432225271597575,0.03804876735423419,0.0,0.010446565477888307,0.11075348532347475,-0.017293326937756905,8.307027443544838e-05
EXPD,0.08325562072384789,0.0,0.020619708924039075,0.0005543254962422419,0.0059896993909657435,0.046746237288372905,-0.006713210376158928,0.025666148134921865,0.0043868859317709764,0.0
GM,0.026187171137337293,0.0,0.020093291744940293,0.0,-0.026571673314750813,0.10825521288689202,0.055812806815551605,0.0025986877413465975,0.0021457401242409506,-0.04729964347366136
TXN,0.0,0.0,0.0017769298015556485,-0.002470082893878442,-0.007335021662670185,0.04471201660650062,0.013532815670996397,0.021093397627126857,0.1523620538393158,-0.02251452937441217
VRSK,0.06836054342633088,0.0035506557335662826,-0.013263381656277886,0.0,0.020274343055071645,-0.004959439218426587,0.0,0.06337062034898298,0.0143079440701432,0.012079465455214376
FI,0.03236592568956162,0.015000965163971449,0.0,-0.11634062457676327,0.014933598924955912,-0.01196470054851853,0.10057529193030591,0.03791160375408506,-0.014654086466298675,0.02398358800295038
SJM,-0.02057189790237413,0.042974373220019534,0.043712111201619136,0.05825181208897828,0.007585336537888803,0.027572258364900647,0.0,0.05926106717207965,-0.008325497546207867,-0.020886063894659298
TMO,0.04713630898387273,0.000849082840315819,0.005056371305253692,-0.045427750794547736,0.033804171277969246,0.009251062571292455,0.0010771405655333167,0.07369882553791246,0.002915887633096392,0.07743238447411466
OXY,-0.0065332714206579375,-0.0032997711446772445,0.22271298996524574,0.0,-0.0,0.0,0.0014292231063009434,0.0014155853319600302,-0.0035556183558996726,0.031202938428779286
RL,0.027073371851955227,0.0,0.0,0.004538794186692413,-0.0,0.10805416006248539,0.0004846617634698477,0.012071914028139659,0.026281878458246376,0.0
CCI,-0.0017809835344695043,0.03676817230851744,0.00687608505185237,0.03928826370124626,0.17801403076569783,-0.03657267601445455,-0.00901864304738508,0.055090168650128515,-0.005525137097987822,0.0018239759817636053
MMM,0.060713717289050596,0.02399951402785067,0.026538044834326733,-0.041214061790612114,0.016028844121291796,0.035454730865143336,0.028662025702207806,0.022920623255250325,0.0013288511181638793,0.0
MOS,0.0,0.012130972024079189,0.049078457471580496,0.01615416934473628,0.009766007599537559,0.10108866787125774,0.004272471346941631,-0.00434994925849099,0.026485935795812467,-0.06570519212986078
FTNT,0.0,-0.018162974129638604,0.0,-0.10466676405774343,0.013577878181636317,0.0,0.0,0.04371323736556827,0.04679499286411162,0.032231125696530215
HSY,-0.0016251122471334536,0.04195478396310502,0.02456814838650134,0.04946684933954135,0.02657295345334394,0.02774308102528229,-0.018367209858344852,0.10396718766983272,-0.0024343894178015016,-0.0022241664586611504
JNPR,0.01854370803953672,0.0015082240126372529,0.005471735355281203,0.0,-0.0,0.0,0.028727533405108106,0.00875188039332618,0.03306395482245474,-0.03357305064630931
DHI,0.10912178948896023,0.005948665882991379,-0.021972409698724594,0.0048831077779701105,0.045012505038308115,0.0802892165769413,0.0,-0.04700604835493187,-0.0,0.0792072152072329
ED,0.0017026538086247689,0.1892552058779986,-0.0062620015506545095,0.0038776060917023133,-0.0,-0.01250505921981522,-0.0009753001849534225,0.0,-0.016810313621037635,0.009837806419805945
ES,0.0,0.18289721429332895,0.0,0.0,0.017446942228280065,-0.01758284470320471,0.005576948076683499,0.0,-0.0,0.043860746509583
ADSK,0.02350584115705289,0.0,-0.02708201462851343,-0.11613972098673041,0.02406744701925515,0.008284210789217716,0.016313669524988188,0.022966451950495168,0.06131283080556262,0.011421425052613335
GL,0.029547710234603113,0.0,0.02299339739219853,-0.005567678929129822,-0.0,0.03653832061867616,0.07202111145188887,0.008465414897448656,-0.008013000971687763,-0.022462688900386493
