Datetime,Open,High,Low,Close,Volume,Ticker
2024-09-06 09:30:00-04:00,193.47000122070312,193.58999633789062,193.47000122070312,193.58999633789062,6456,ABBV
2024-09-06 09:33:00-04:00,193.64999389648438,194.47999572753906,193.64999389648438,194.42999267578125,54371,ABBV
2024-09-06 09:34:00-04:00,194.4550018310547,194.6999969482422,194.4550018310547,194.6999969482422,4718,ABBV
2024-09-06 09:35:00-04:00,194.67999267578125,194.67999267578125,194.44000244140625,194.64939880371094,6012,ABBV
2024-09-06 09:36:00-04:00,194.6199951171875,194.74000549316406,194.3800048828125,194.74000549316406,8933,ABBV
2024-09-06 09:37:00-04:00,194.65499877929688,194.6699981689453,194.4250030517578,194.42999267578125,4107,ABBV
2024-09-06 09:38:00-04:00,194.42999267578125,194.5500030517578,194.35000610351562,194.3699951171875,4782,ABBV
2024-09-06 09:39:00-04:00,194.30999755859375,194.52999877929688,194.30999755859375,194.41000366210938,3235,ABBV
2024-09-06 09:40:00-04:00,194.27000427246094,194.4499969482422,194.1999969482422,194.36000061035156,12430,ABBV
2024-09-06 09:41:00-04:00,194.2816925048828,194.3000030517578,194.0749969482422,194.0749969482422,3554,ABBV
2024-09-06 09:42:00-04:00,193.9499969482422,193.9499969482422,193.74000549316406,193.75999450683594,2210,ABBV
2024-09-06 09:43:00-04:00,193.6699981689453,193.9499969482422,193.6699981689453,193.9499969482422,7733,ABBV
2024-09-06 09:44:00-04:00,193.97999572753906,194.27499389648438,193.97999572753906,194.1999969482422,5745,ABBV
2024-09-06 09:45:00-04:00,194.27000427246094,194.33909606933594,194.19000244140625,194.2899932861328,5864,ABBV
2024-09-06 09:46:00-04:00,194.33999633789062,194.38999938964844,194.25,194.35499572753906,9478,ABBV
2024-09-06 09:47:00-04:00,194.35499572753906,194.38999938964844,194.13999938964844,194.19500732421875,12996,ABBV
2024-09-06 09:48:00-04:00,194.19500732421875,194.20750427246094,194.08999633789062,194.13999938964844,5373,ABBV
2024-09-06 09:49:00-04:00,194.1199951171875,194.17999267578125,194.0800018310547,194.0800018310547,4405,ABBV
2024-09-06 09:50:00-04:00,194.00999450683594,194.08999633789062,193.99000549316406,194.0500030517578,6213,ABBV
2024-09-06 09:51:00-04:00,194.0500030517578,194.1300048828125,193.9499969482422,194.1300048828125,4165,ABBV
2024-09-06 09:52:00-04:00,194.0800018310547,194.31959533691406,194.0800018310547,194.24000549316406,7572,ABBV
2024-09-06 09:53:00-04:00,194.22999572753906,194.22999572753906,193.85499572753906,193.85499572753906,5729,ABBV
2024-09-06 09:54:00-04:00,193.83999633789062,194.05499267578125,193.83999633789062,193.92010498046875,3886,ABBV
2024-09-06 09:55:00-04:00,193.99000549316406,194.0,193.89999389648438,193.90499877929688,5908,ABBV
2024-09-06 09:56:00-04:00,193.88999938964844,193.97999572753906,193.8800048828125,193.88999938964844,5101,ABBV
2024-09-06 09:57:00-04:00,193.8300018310547,193.9499969482422,193.76499938964844,193.77999877929688,10259,ABBV
2024-09-06 09:58:00-04:00,193.8300018310547,193.9550018310547,193.8300018310547,193.9550018310547,3460,ABBV
2024-09-06 09:59:00-04:00,193.97000122070312,194.1300048828125,193.92999267578125,194.11000061035156,8316,ABBV
2024-09-06 10:00:00-04:00,194.08999633789062,194.3800048828125,194.0850067138672,194.25999450683594,10322,ABBV
2024-09-06 10:01:00-04:00,194.22000122070312,194.38999938964844,194.19500732421875,194.3300018310547,7207,ABBV
2024-09-06 10:02:00-04:00,194.27000427246094,194.38999938964844,194.2100067138672,194.25,16931,ABBV
2024-09-06 10:03:00-04:00,194.24000549316406,194.27999877929688,194.1999969482422,194.2100067138672,4990,ABBV
2024-09-06 10:04:00-04:00,194.1300048828125,194.1300048828125,193.96209716796875,193.96209716796875,3644,ABBV
2024-09-06 10:05:00-04:00,194.0196075439453,194.0449981689453,193.8699951171875,193.97999572753906,5895,ABBV
2024-09-06 10:06:00-04:00,194.07000732421875,194.07000732421875,194.07000732421875,194.07000732421875,5825,ABBV
2024-09-06 10:07:00-04:00,194.0,194.0,193.8000030517578,193.82000732421875,4349,ABBV
2024-09-06 10:08:00-04:00,193.83999633789062,194.02000427246094,193.83999633789062,194.02000427246094,5321,ABBV
2024-09-06 10:09:00-04:00,194.0050048828125,194.0399932861328,193.89999389648438,194.0,3374,ABBV
2024-09-06 10:10:00-04:00,193.99000549316406,194.0500030517578,193.99000549316406,194.0449981689453,5695,ABBV
2024-09-06 10:11:00-04:00,194.10000610351562,194.22999572753906,194.0449981689453,194.21499633789062,5120,ABBV
2024-09-06 10:12:00-04:00,194.3300018310547,194.36000061035156,194.25,194.26499938964844,5140,ABBV
2024-09-06 10:13:00-04:00,194.2675018310547,194.27999877929688,194.16000366210938,194.27000427246094,4815,ABBV
2024-09-06 10:14:00-04:00,194.26499938964844,194.3800048828125,194.26499938964844,194.36000061035156,6899,ABBV
2024-09-06 10:15:00-04:00,194.35000610351562,194.35000610351562,193.9499969482422,194.02999877929688,5724,ABBV
2024-09-06 10:16:00-04:00,194.0449981689453,194.07000732421875,193.94000244140625,193.94000244140625,3769,ABBV
2024-09-06 10:17:00-04:00,193.94500732421875,193.97000122070312,193.8800048828125,193.9250030517578,7560,ABBV
2024-09-06 10:18:00-04:00,193.94000244140625,193.9600067138672,193.85000610351562,193.8800048828125,8296,ABBV
2024-09-06 10:19:00-04:00,193.85000610351562,193.8800048828125,193.77999877929688,193.83999633789062,9088,ABBV
2024-09-06 10:20:00-04:00,193.8699951171875,193.8699951171875,193.80999755859375,193.85000610351562,3033,ABBV
2024-09-06 10:21:00-04:00,193.85000610351562,193.97999572753906,193.85000610351562,193.97999572753906,7179,ABBV
2024-09-06 10:22:00-04:00,193.91000366210938,193.94000244140625,193.85000610351562,193.8699951171875,12995,ABBV
2024-09-06 10:23:00-04:00,193.8000946044922,193.80999755859375,193.67999267578125,193.72999572753906,4901,ABBV
2024-09-06 10:24:00-04:00,193.6699981689453,193.69000244140625,193.64999389648438,193.69000244140625,1538,ABBV
2024-09-06 10:25:00-04:00,193.7550048828125,193.83999633789062,193.67010498046875,193.74000549316406,3812,ABBV
2024-09-06 10:26:00-04:00,193.67999267578125,193.75,193.50999450683594,193.5749969482422,5464,ABBV
2024-09-06 10:27:00-04:00,193.5749969482422,193.5749969482422,193.4300994873047,193.4300994873047,4357,ABBV
2024-09-06 10:28:00-04:00,193.42999267578125,193.6199951171875,193.41000366210938,193.57000732421875,2940,ABBV
2024-09-06 10:29:00-04:00,193.51010131835938,193.77000427246094,193.4949951171875,193.64500427246094,3858,ABBV
2024-09-06 10:30:00-04:00,193.69000244140625,193.8000030517578,193.69000244140625,193.7646942138672,4075,ABBV
2024-09-06 10:31:00-04:00,193.67999267578125,193.7899932861328,193.49000549316406,193.57000732421875,6464,ABBV
2024-09-06 10:32:00-04:00,193.57479858398438,193.69000244140625,193.5,193.69000244140625,4159,ABBV
2024-09-06 10:33:00-04:00,193.52999877929688,193.72999572753906,193.52999877929688,193.67999267578125,4824,ABBV
