2024-09-20 22:36:31,766 - INFO - Starting data preprocessing.
2024-09-20 22:36:31,767 - INFO - Found 503 stocks files to process.
2024-09-20 22:36:31,854 - INFO - Loaded data from raw_data/stock_data_2min/CSCO.csv with shape (5654, 7).
2024-09-20 22:36:31,913 - INFO - Loaded data from raw_data/stock_data_2min/UAL.csv with shape (5654, 7).
2024-09-20 22:36:31,968 - INFO - Loaded data from raw_data/stock_data_2min/TROW.csv with shape (5462, 7).
2024-09-20 22:36:32,021 - INFO - Loaded data from raw_data/stock_data_2min/ISRG.csv with shape (5421, 7).
2024-09-20 22:36:32,053 - INFO - Loaded data from raw_data/stock_data_2min/NVR.csv with shape (3214, 7).
2024-09-20 22:36:32,106 - INFO - Loaded data from raw_data/stock_data_2min/TPR.csv with shape (5647, 7).
2024-09-20 22:36:32,162 - INFO - Loaded data from raw_data/stock_data_2min/DVN.csv with shape (5652, 7).
2024-09-20 22:36:32,215 - INFO - Loaded data from raw_data/stock_data_2min/CE.csv with shape (5380, 7).
2024-09-20 22:36:32,268 - INFO - Loaded data from raw_data/stock_data_2min/MRO.csv with shape (5653, 7).
2024-09-20 22:36:32,325 - INFO - Loaded data from raw_data/stock_data_2min/BA.csv with shape (5653, 7).
2024-09-20 22:36:32,380 - INFO - Loaded data from raw_data/stock_data_2min/VRTX.csv with shape (5355, 7).
2024-09-20 22:36:32,435 - INFO - Loaded data from raw_data/stock_data_2min/GILD.csv with shape (5655, 7).
2024-09-20 22:36:32,476 - INFO - Loaded data from raw_data/stock_data_2min/EQIX.csv with shape (3981, 7).
2024-09-20 22:36:32,530 - INFO - Loaded data from raw_data/stock_data_2min/TER.csv with shape (5522, 7).
2024-09-20 22:36:32,581 - INFO - Loaded data from raw_data/stock_data_2min/PODD.csv with shape (4996, 7).
2024-09-20 22:36:32,764 - INFO - Loaded data from raw_data/stock_data_2min/MDT.csv with shape (5652, 7).
2024-09-20 22:36:32,900 - INFO - Loaded data from raw_data/stock_data_2min/V.csv with shape (5652, 7).
2024-09-20 22:36:33,057 - INFO - Loaded data from raw_data/stock_data_2min/QRVO.csv with shape (5390, 7).
2024-09-20 22:36:33,118 - INFO - Loaded data from raw_data/stock_data_2min/A.csv with shape (5565, 7).
2024-09-20 22:36:33,172 - INFO - Loaded data from raw_data/stock_data_2min/FOX.csv with shape (5382, 7).
2024-09-20 22:36:33,227 - INFO - Loaded data from raw_data/stock_data_2min/MO.csv with shape (5654, 7).
2024-09-20 22:36:33,282 - INFO - Loaded data from raw_data/stock_data_2min/CTRA.csv with shape (5648, 7).
2024-09-20 22:36:33,337 - INFO - Loaded data from raw_data/stock_data_2min/SWKS.csv with shape (5588, 7).
2024-09-20 22:36:33,393 - INFO - Loaded data from raw_data/stock_data_2min/ENPH.csv with shape (5628, 7).
2024-09-20 22:36:33,447 - INFO - Loaded data from raw_data/stock_data_2min/MCHP.csv with shape (5654, 7).
2024-09-20 22:36:33,501 - INFO - Loaded data from raw_data/stock_data_2min/CDNS.csv with shape (5615, 7).
2024-09-20 22:36:33,544 - INFO - Loaded data from raw_data/stock_data_2min/MSCI.csv with shape (4567, 7).
2024-09-20 22:36:33,593 - INFO - Loaded data from raw_data/stock_data_2min/CHTR.csv with shape (5230, 7).
2024-09-20 22:36:33,646 - INFO - Loaded data from raw_data/stock_data_2min/EIX.csv with shape (5635, 7).
2024-09-20 22:36:33,701 - INFO - Loaded data from raw_data/stock_data_2min/KDP.csv with shape (5654, 7).
2024-09-20 22:36:33,754 - INFO - Loaded data from raw_data/stock_data_2min/BBY.csv with shape (5651, 7).
2024-09-20 22:36:33,810 - INFO - Loaded data from raw_data/stock_data_2min/GEN.csv with shape (5633, 7).
2024-09-20 22:36:33,872 - INFO - Loaded data from raw_data/stock_data_2min/WBA.csv with shape (5655, 7).
2024-09-20 22:36:33,926 - INFO - Loaded data from raw_data/stock_data_2min/LVS.csv with shape (5655, 7).
2024-09-20 22:36:33,979 - INFO - Loaded data from raw_data/stock_data_2min/HCA.csv with shape (5404, 7).
2024-09-20 22:36:34,026 - INFO - Loaded data from raw_data/stock_data_2min/AJG.csv with shape (4996, 7).
2024-09-20 22:36:34,077 - INFO - Loaded data from raw_data/stock_data_2min/DTE.csv with shape (5418, 7).
2024-09-20 22:36:34,129 - INFO - Loaded data from raw_data/stock_data_2min/C.csv with shape (5651, 7).
2024-09-20 22:36:34,182 - INFO - Loaded data from raw_data/stock_data_2min/T.csv with shape (5651, 7).
2024-09-20 22:36:34,237 - INFO - Loaded data from raw_data/stock_data_2min/CF.csv with shape (5631, 7).
2024-09-20 22:36:34,289 - INFO - Loaded data from raw_data/stock_data_2min/MGM.csv with shape (5653, 7).
2024-09-20 22:36:34,341 - INFO - Loaded data from raw_data/stock_data_2min/HUM.csv with shape (5393, 7).
2024-09-20 22:36:34,388 - INFO - Loaded data from raw_data/stock_data_2min/CBOE.csv with shape (5025, 7).
2024-09-20 22:36:34,441 - INFO - Loaded data from raw_data/stock_data_2min/CFG.csv with shape (5653, 7).
2024-09-20 22:36:34,497 - INFO - Loaded data from raw_data/stock_data_2min/APH.csv with shape (5653, 7).
2024-09-20 22:36:34,552 - INFO - Loaded data from raw_data/stock_data_2min/SYY.csv with shape (5651, 7).
